fetch_date,title,hf_id,arxiv_id,votes
2024-01-03,"WordArt Designer API: User-Driven Artistic Typography Synthesis with
  Large Language Models on ModelScope",2401.01699,2401.01699,8
2024-01-04,aMUSEd: An Open MUSE Reproduction,2401.01808,2401.01808,31
2024-01-04,From Audio to Photoreal Embodiment: Synthesizing Humans in Conversations,2401.01885,2401.01885,29
2024-01-04,Image Sculpting: Precise Object Editing with 3D Geometry Control,2401.01702,2401.01702,21
2024-01-04,SIGNeRF: Scene Integrated Generation for Neural Radiance Fields,2401.01647,2401.01647,13
2024-01-04,CoMoSVC: Consistency Model-based Singing Voice Conversion,2401.01792,2401.01792,11
2024-01-04,Incremental FastPitch: Chunk-based High Quality Text to Speech,2401.01755,2401.01755,10
2024-01-04,Efficient Hybrid Zoom using Camera Fusion on Mobile Phones,2401.01461,2401.01461,9
2024-01-05,TinyLlama: An Open-Source Small Language Model,2401.02385,2401.02385,95
2024-01-05,Understanding LLMs: A Comprehensive Overview from Training to Inference,2401.02038,2401.02038,66
2024-01-05,LLaMA Pro: Progressive LLaMA with Block Expansion,2401.02415,2401.02415,54
2024-01-05,LLM Augmented LLMs: Expanding Capabilities through Composition,2401.02412,2401.02412,39
2024-01-05,"Mobile ALOHA: Learning Bimanual Mobile Manipulation with Low-Cost
  Whole-Body Teleoperation",2401.02117,2401.02117,34
2024-01-05,Instruct-Imagen: Image Generation with Multi-modal Instruction,2401.01952,2401.01952,32
2024-01-05,LLaVA-φ: Efficient Multi-Modal Assistant with Small Language Model,2401.02330,2401.02330,18
2024-01-05,"What You See is What You GAN: Rendering Every Pixel for High-Fidelity
  Geometry in 3D GANs",2401.02411,2401.02411,14
2024-01-05,ODIN: A Single Model for 2D and 3D Perception,2401.02416,2401.02416,13
2024-01-05,Learning the 3D Fauna of the Web,2401.02400,2401.02400,11
2024-01-05,"ICE-GRT: Instruction Context Enhancement by Generative Reinforcement
  based Transformers",2401.02072,2401.02072,11
2024-01-05,Improving Diffusion-Based Image Synthesis with Context Prediction,2401.02015,2401.02015,8
2024-01-05,"FMGS: Foundation Model Embedded 3D Gaussian Splatting for Holistic 3D
  Scene Understanding",2401.01970,2401.01970,8
2024-01-05,"Towards Truly Zero-shot Compositional Visual Reasoning with LLMs as
  Programmers",2401.01974,2401.01974,7
2024-01-06,TinyLlama: An Open-Source Small Language Model,2401.02385,2401.02385,95
2024-01-06,Understanding LLMs: A Comprehensive Overview from Training to Inference,2401.02038,2401.02038,66
2024-01-06,LLaMA Pro: Progressive LLaMA with Block Expansion,2401.02415,2401.02415,54
2024-01-06,LLM Augmented LLMs: Expanding Capabilities through Composition,2401.02412,2401.02412,39
2024-01-06,"Mobile ALOHA: Learning Bimanual Mobile Manipulation with Low-Cost
  Whole-Body Teleoperation",2401.02117,2401.02117,34
2024-01-06,Instruct-Imagen: Image Generation with Multi-modal Instruction,2401.01952,2401.01952,32
2024-01-06,LLaVA-φ: Efficient Multi-Modal Assistant with Small Language Model,2401.02330,2401.02330,18
2024-01-06,"What You See is What You GAN: Rendering Every Pixel for High-Fidelity
  Geometry in 3D GANs",2401.02411,2401.02411,14
2024-01-06,ODIN: A Single Model for 2D and 3D Perception,2401.02416,2401.02416,13
2024-01-06,Learning the 3D Fauna of the Web,2401.02400,2401.02400,11
2024-01-06,"ICE-GRT: Instruction Context Enhancement by Generative Reinforcement
  based Transformers",2401.02072,2401.02072,11
2024-01-06,Improving Diffusion-Based Image Synthesis with Context Prediction,2401.02015,2401.02015,8
2024-01-06,"FMGS: Foundation Model Embedded 3D Gaussian Splatting for Holistic 3D
  Scene Understanding",2401.01970,2401.01970,8
2024-01-06,"Towards Truly Zero-shot Compositional Visual Reasoning with LLMs as
  Programmers",2401.01974,2401.01974,7
2024-01-07,"Infinite-LLM: Efficient LLM Service for Long Context with DistAttention
  and Distributed KVCache",2401.02669,2401.02669,16
2024-01-08,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,2401.02954,2401.02954,49
2024-01-08,DocGraphLM: Documental Graph Language Model for Information Extraction,2401.02823,2401.02823,37
2024-01-08,Denoising Vision Transformers,2401.02957,2401.02957,32
2024-01-08,"Open-Vocabulary SAM: Segment and Recognize Twenty-thousand Classes
  Interactively",2401.02955,2401.02955,24
2024-01-08,"Progressive Knowledge Distillation Of Stable Diffusion XL Using Layer
  Level Loss",2401.02677,2401.02677,24
2024-01-08,Pheme: Efficient and Conversational Speech Generation,2401.02839,2401.02839,18
2024-01-09,Mixtral of Experts,2401.04088,2401.04088,160
2024-01-09,"MoE-Mamba: Efficient Selective State Space Models with Mixture of
  Experts",2401.04081,2401.04081,72
2024-01-09,"Blending Is All You Need: Cheaper, Better Alternative to
  Trillion-Parameters LLM",2401.02994,2401.02994,52
2024-01-09,Soaring from 4K to 400K: Extending LLM's Context with Activation Beacon,2401.03462,2401.03462,28
2024-01-09,GPT-4V(ision) is a Human-Aligned Evaluator for Text-to-3D Generation,2401.04092,2401.04092,22
2024-01-09,"DiarizationLM: Speaker Diarization Post-Processing with Large Language
  Models",2401.03506,2401.03506,14
2024-01-09,"AST-T5: Structure-Aware Pretraining for Code Generation and
  Understanding",2401.03003,2401.03003,13
2024-01-09,"CRUXEval: A Benchmark for Code Reasoning, Understanding and Execution",2401.03065,2401.03065,11
2024-01-09,"Has Your Pretrained Model Improved? A Multi-head Posterior Based
  Approach",2401.02987,2401.02987,10
2024-01-09,AGG: Amortized Generative 3D Gaussians for Single Image to 3D,2401.04099,2401.04099,9
2024-01-09,TeleChat Technical Report,2401.03804,2401.03804,8
2024-01-10,MagicVideo-V2: Multi-Stage High-Aesthetic Video Generation,2401.04468,2401.04468,50
2024-01-10,Masked Audio Generation using a Single Non-Autoregressive Transformer,2401.04577,2401.04577,44
2024-01-10,"Lightning Attention-2: A Free Lunch for Handling Unlimited Sequence
  Lengths in Large Language Models",2401.04658,2401.04658,28
2024-01-10,"Chain-of-Table: Evolving Tables in the Reasoning Chain for Table
  Understanding",2401.04398,2401.04398,26
2024-01-10,Jump Cut Smoothing for Talking Heads,2401.04718,2401.04718,21
2024-01-10,"Let's Go Shopping (LGS) -- Web-Scale Image-Text Dataset for Visual
  Concept Understanding",2401.04575,2401.04575,17
2024-01-10,"Narrowing the Knowledge Evaluation Gap: Open-Domain Question Answering
  with Multi-Granularity Answers",2401.04695,2401.04695,13
2024-01-10,"FADI-AEC: Fast Score Based Diffusion Model Guided by Far-end Signal for
  Acoustic Echo Cancellation",2401.04283,2401.04283,8
2024-01-11,TrustLLM: Trustworthiness in Large Language Models,2401.05561,2401.05561,70
2024-01-11,"PIXART-δ: Fast and Controllable Image Generation with Latent
  Consistency Models",2401.05252,2401.05252,50
2024-01-11,Transformers are Multi-State RNNs,2401.06104,2401.06104,39
2024-01-11,"Sleeper Agents: Training Deceptive LLMs that Persist Through Safety
  Training",2401.05566,2401.05566,30
2024-01-11,InseRF: Text-Driven Generative Object Insertion in Neural 3D Scenes,2401.05335,2401.05335,30
2024-01-11,URHand: Universal Relightable Hands,2401.05334,2401.05334,25
2024-01-11,Bootstrapping LLM-based Task-Oriented Dialogue Agents via Self-Talk,2401.05033,2401.05033,18
2024-01-11,The Impact of Reasoning Step Length on Large Language Models,2401.04925,2401.04925,18
2024-01-11,Distilling Vision-Language Models on Millions of Videos,2401.06129,2401.06129,17
2024-01-11,"ANIM-400K: A Large-Scale Dataset for Automated End-To-End Dubbing of
  Video",2401.05314,2401.05314,12
2024-01-11,Score Distillation Sampling with Learned Manifold Corrective,2401.05293,2401.05293,11
2024-01-11,Efficient LLM inference solution on Intel GPU,2401.05391,2401.05391,11
2024-01-12,"DeepSeekMoE: Towards Ultimate Expert Specialization in
  Mixture-of-Experts Language Models",2401.06066,2401.06066,55
2024-01-12,PALP: Prompt Aligned Personalization of Text-to-Image Models,2401.06105,2401.06105,50
2024-01-12,Secrets of RLHF in Large Language Models Part II: Reward Modeling,2401.06080,2401.06080,29
2024-01-12,TRIPS: Trilinear Point Splatting for Real-Time Radiance Field Rendering,2401.06003,2401.06003,26
2024-01-12,"Parrot: Pareto-optimal Multi-Reward Reinforcement Learning Framework for
  Text-to-Image Generation",2401.05675,2401.05675,26
2024-01-12,"Patchscope: A Unifying Framework for Inspecting Hidden Representations
  of Language Models",2401.06102,2401.06102,23
2024-01-12,TOFU: A Task of Fictitious Unlearning for LLMs,2401.06121,2401.06121,21
2024-01-12,Towards Conversational Diagnostic AI,2401.05654,2401.05654,20
2024-01-12,LEGO:Language Enhanced Multi-modal Grounding Model,2401.06071,2401.06071,13
2024-01-12,Object-Centric Diffusion for Efficient Video Editing,2401.05735,2401.05735,11
2024-01-12,Diffusion Priors for Dynamic View Synthesis from Monocular Videos,2401.05583,2401.05583,11
2024-01-12,"A Shocking Amount of the Web is Machine Translated: Insights from
  Multi-Way Parallelism",2401.05749,2401.05749,10
2024-01-12,"Tuning LLMs with Contrastive Alignment Instructions for Machine
  Translation in Unseen, Low-resource Languages",2401.05811,2401.05811,8
2024-01-13,"DeepSeekMoE: Towards Ultimate Expert Specialization in
  Mixture-of-Experts Language Models",2401.06066,2401.06066,55
2024-01-13,PALP: Prompt Aligned Personalization of Text-to-Image Models,2401.06105,2401.06105,50
2024-01-13,Secrets of RLHF in Large Language Models Part II: Reward Modeling,2401.06080,2401.06080,29
2024-01-13,TRIPS: Trilinear Point Splatting for Real-Time Radiance Field Rendering,2401.06003,2401.06003,26
2024-01-13,"Parrot: Pareto-optimal Multi-Reward Reinforcement Learning Framework for
  Text-to-Image Generation",2401.05675,2401.05675,26
2024-01-13,"Patchscope: A Unifying Framework for Inspecting Hidden Representations
  of Language Models",2401.06102,2401.06102,23
2024-01-13,TOFU: A Task of Fictitious Unlearning for LLMs,2401.06121,2401.06121,21
2024-01-13,Towards Conversational Diagnostic AI,2401.05654,2401.05654,20
2024-01-13,LEGO:Language Enhanced Multi-modal Grounding Model,2401.06071,2401.06071,13
2024-01-13,Object-Centric Diffusion for Efficient Video Editing,2401.05735,2401.05735,11
2024-01-13,Diffusion Priors for Dynamic View Synthesis from Monocular Videos,2401.05583,2401.05583,11
2024-01-13,"A Shocking Amount of the Web is Machine Translated: Insights from
  Multi-Way Parallelism",2401.05749,2401.05749,10
2024-01-13,"Tuning LLMs with Contrastive Alignment Instructions for Machine
  Translation in Unseen, Low-resource Languages",2401.05811,2401.05811,8
2024-01-14,"DeepSeekMoE: Towards Ultimate Expert Specialization in
  Mixture-of-Experts Language Models",2401.06066,2401.06066,55
2024-01-14,PALP: Prompt Aligned Personalization of Text-to-Image Models,2401.06105,2401.06105,50
2024-01-14,Secrets of RLHF in Large Language Models Part II: Reward Modeling,2401.06080,2401.06080,29
2024-01-14,TRIPS: Trilinear Point Splatting for Real-Time Radiance Field Rendering,2401.06003,2401.06003,26
2024-01-14,"Parrot: Pareto-optimal Multi-Reward Reinforcement Learning Framework for
  Text-to-Image Generation",2401.05675,2401.05675,26
2024-01-14,"Patchscope: A Unifying Framework for Inspecting Hidden Representations
  of Language Models",2401.06102,2401.06102,23
2024-01-14,TOFU: A Task of Fictitious Unlearning for LLMs,2401.06121,2401.06121,21
2024-01-14,Towards Conversational Diagnostic AI,2401.05654,2401.05654,20
2024-01-14,LEGO:Language Enhanced Multi-modal Grounding Model,2401.06071,2401.06071,13
2024-01-14,Object-Centric Diffusion for Efficient Video Editing,2401.05735,2401.05735,11
2024-01-14,Diffusion Priors for Dynamic View Synthesis from Monocular Videos,2401.05583,2401.05583,11
2024-01-14,"A Shocking Amount of the Web is Machine Translated: Insights from
  Multi-Way Parallelism",2401.05749,2401.05749,10
2024-01-14,"Tuning LLMs with Contrastive Alignment Instructions for Machine
  Translation in Unseen, Low-resource Languages",2401.05811,2401.05811,8
2024-01-15,"DeepSeekMoE: Towards Ultimate Expert Specialization in
  Mixture-of-Experts Language Models",2401.06066,2401.06066,55
2024-01-15,PALP: Prompt Aligned Personalization of Text-to-Image Models,2401.06105,2401.06105,50
2024-01-15,Secrets of RLHF in Large Language Models Part II: Reward Modeling,2401.06080,2401.06080,29
2024-01-15,TRIPS: Trilinear Point Splatting for Real-Time Radiance Field Rendering,2401.06003,2401.06003,26
2024-01-15,"Parrot: Pareto-optimal Multi-Reward Reinforcement Learning Framework for
  Text-to-Image Generation",2401.05675,2401.05675,26
2024-01-15,"Patchscope: A Unifying Framework for Inspecting Hidden Representations
  of Language Models",2401.06102,2401.06102,23
2024-01-15,TOFU: A Task of Fictitious Unlearning for LLMs,2401.06121,2401.06121,21
2024-01-15,Towards Conversational Diagnostic AI,2401.05654,2401.05654,20
2024-01-15,LEGO:Language Enhanced Multi-modal Grounding Model,2401.06071,2401.06071,13
2024-01-15,Object-Centric Diffusion for Efficient Video Editing,2401.05735,2401.05735,11
2024-01-15,Diffusion Priors for Dynamic View Synthesis from Monocular Videos,2401.05583,2401.05583,11
2024-01-15,"A Shocking Amount of the Web is Machine Translated: Insights from
  Multi-Way Parallelism",2401.05749,2401.05749,10
2024-01-15,"Tuning LLMs with Contrastive Alignment Instructions for Machine
  Translation in Unseen, Low-resource Languages",2401.05811,2401.05811,8
2024-01-16,"DeepSeekMoE: Towards Ultimate Expert Specialization in
  Mixture-of-Experts Language Models",2401.06066,2401.06066,55
2024-01-16,PALP: Prompt Aligned Personalization of Text-to-Image Models,2401.06105,2401.06105,50
2024-01-16,Secrets of RLHF in Large Language Models Part II: Reward Modeling,2401.06080,2401.06080,29
2024-01-16,TRIPS: Trilinear Point Splatting for Real-Time Radiance Field Rendering,2401.06003,2401.06003,26
2024-01-16,"Parrot: Pareto-optimal Multi-Reward Reinforcement Learning Framework for
  Text-to-Image Generation",2401.05675,2401.05675,26
2024-01-16,"Patchscope: A Unifying Framework for Inspecting Hidden Representations
  of Language Models",2401.06102,2401.06102,23
2024-01-16,TOFU: A Task of Fictitious Unlearning for LLMs,2401.06121,2401.06121,21
2024-01-16,Towards Conversational Diagnostic AI,2401.05654,2401.05654,20
2024-01-16,LEGO:Language Enhanced Multi-modal Grounding Model,2401.06071,2401.06071,13
2024-01-16,Object-Centric Diffusion for Efficient Video Editing,2401.05735,2401.05735,11
2024-01-16,Diffusion Priors for Dynamic View Synthesis from Monocular Videos,2401.05583,2401.05583,11
2024-01-16,"A Shocking Amount of the Web is Machine Translated: Insights from
  Multi-Way Parallelism",2401.05749,2401.05749,10
2024-01-16,"Tuning LLMs with Contrastive Alignment Instructions for Machine
  Translation in Unseen, Low-resource Languages",2401.05811,2401.05811,8
2024-01-17,InstantID: Zero-shot Identity-Preserving Generation in Seconds,2401.07519,2401.07519,58
2024-01-17,Scalable Pre-training of Large Autoregressive Image Models,2401.08541,2401.08541,39
2024-01-17,"Contrastive Preference Optimization: Pushing the Boundaries of LLM
  Performance in Machine Translation",2401.08417,2401.08417,37
2024-01-17,E^2-LLM: Efficient and Extreme Length Extension of Large Language Models,2401.06951,2401.06951,27
2024-01-17,Tuning Language Models by Proxy,2401.08565,2401.08565,24
2024-01-17,Towards A Better Metric for Text-to-Video Generation,2401.07781,2401.07781,16
2024-01-17,Extending LLMs' Context Window with 100 Samples,2401.07004,2401.07004,16
2024-01-17,Quantum Denoising Diffusion Models,2401.07049,2401.07049,14
2024-01-17,"HexaGen3D: StableDiffusion is just one step away from Fast and Diverse
  Text-to-3D Generation",2401.07727,2401.07727,11
2024-01-18,Self-Rewarding Language Models,2401.10020,2401.10020,151
2024-01-18,"Vision Mamba: Efficient Visual Representation Learning with
  Bidirectional State Space Model",2401.09417,2401.09417,62
2024-01-18,ChatQA: Building GPT-4 Level Conversational QA Models,2401.10225,2401.10225,37
2024-01-18,ReFT: Reasoning with Reinforced Fine-Tuning,2401.08967,2401.08967,32
2024-01-18,GARField: Group Anything with Radiance Fields,2401.09419,2401.09419,22
2024-01-18,"SceneVerse: Scaling 3D Vision-Language Learning for Grounded Scene
  Understanding",2401.09340,2401.09340,22
2024-01-18,"WorldDreamer: Towards General World Models for Video Generation via
  Predicting Masked Tokens",2401.09985,2401.09985,18
2024-01-18,UniVG: Towards UNIfied-modal Video Generation,2401.09084,2401.09084,17
2024-01-18,"DeepSpeed-FastGen: High-throughput Text Generation for LLMs via MII and
  DeepSpeed-Inference",2401.08671,2401.08671,15
2024-01-18,"VideoCrafter2: Overcoming Data Limitations for High-Quality Video
  Diffusion Models",2401.09047,2401.09047,14
2024-01-18,"SiT: Exploring Flow and Diffusion-based Generative Models with Scalable
  Interpolant Transformers",2401.08740,2401.08740,14
2024-01-18,"TextureDreamer: Image-guided Texture Synthesis through Geometry-aware
  Diffusion",2401.09416,2401.09416,11
2024-01-18,Asynchronous Local-SGD Training for Language Modeling,2401.09135,2401.09135,11
2024-01-18,"Compose and Conquer: Diffusion-Based 3D Depth Aware Composable Image
  Synthesis",2401.09048,2401.09048,10
2024-01-18,"ICON: Incremental CONfidence for Joint Pose and Radiance Field
  Optimization",2401.08937,2401.08937,8
2024-01-19,VMamba: Visual State Space Model,2401.10166,2401.10166,40
2024-01-19,DiffusionGPT: LLM-Driven Text-to-Image Generation System,2401.10061,2401.10061,32
2024-01-19,Improving fine-grained understanding in image-text pre-training,2401.09865,2401.09865,18
2024-01-19,Rethinking FID: Towards a Better Evaluation Metric for Image Generation,2401.09603,2401.09603,18
2024-01-19,"SHINOBI: Shape and Illumination using Neural Object Decomposition via
  BRDF Optimization In-the-wild",2401.10171,2401.10171,14
2024-01-19,FreGrad: Lightweight and Fast Frequency-aware Diffusion Vocoder,2401.10032,2401.10032,13
2024-01-19,CustomVideo: Customizing Text-to-Video Generation with Multiple Subjects,2401.09962,2401.09962,9
2024-01-20,VMamba: Visual State Space Model,2401.10166,2401.10166,40
2024-01-20,DiffusionGPT: LLM-Driven Text-to-Image Generation System,2401.10061,2401.10061,32
2024-01-20,Improving fine-grained understanding in image-text pre-training,2401.09865,2401.09865,18
2024-01-20,Rethinking FID: Towards a Better Evaluation Metric for Image Generation,2401.09603,2401.09603,18
2024-01-20,"SHINOBI: Shape and Illumination using Neural Object Decomposition via
  BRDF Optimization In-the-wild",2401.10171,2401.10171,14
2024-01-20,FreGrad: Lightweight and Fast Frequency-aware Diffusion Vocoder,2401.10032,2401.10032,13
2024-01-20,CustomVideo: Customizing Text-to-Video Generation with Multiple Subjects,2401.09962,2401.09962,9
2024-01-21,"Medusa: Simple LLM Inference Acceleration Framework with Multiple
  Decoding Heads",2401.10774,2401.10774,59
2024-01-21,"Inflation with Diffusion: Efficient Temporal Adaptation for
  Text-to-Video Super-Resolution",2401.10404,2401.10404,11
2024-01-22,Depth Anything: Unleashing the Power of Large-Scale Unlabeled Data,2401.10891,2401.10891,62
2024-01-22,Zero Bubble Pipeline Parallelism,2401.10241,2401.10241,25
2024-01-22,ActAnywhere: Subject-Aware Video Background Generation,2401.10822,2401.10822,13
2024-01-22,Synthesizing Moving People with 3D Control,2401.10889,2401.10889,12
2024-01-22,"Rambler: Supporting Writing With Speech via LLM-Assisted Gist
  Manipulation",2401.10838,2401.10838,9
2024-01-22,Understanding Video Transformers via Universal Concept Discovery,2401.10831,2401.10831,8
2024-01-23,"Spotting LLMs With Binoculars: Zero-Shot Detection of Machine-Generated
  Text",2401.12070,2401.12070,45
2024-01-23,"Large Language Models are Superpositions of All Characters: Attaining
  Arbitrary Role-play via Self-Alignment",2401.12474,2401.12474,37
2024-01-23,Meta-Prompting: Enhancing Language Models with Task-Agnostic Scaffolding,2401.12954,2401.12954,32
2024-01-23,"Mastering Text-to-Image Diffusion: Recaptioning, Planning, and
  Generating with Multimodal LLMs",2401.11708,2401.11708,31
2024-01-23,"SpatialVLM: Endowing Vision-Language Models with Spatial Reasoning
  Capabilities",2401.12168,2401.12168,30
2024-01-23,Large-scale Reinforcement Learning for Diffusion Models,2401.12244,2401.12244,30
2024-01-23,"CMMMU: A Chinese Massive Multi-discipline Multimodal Understanding
  Benchmark",2401.11944,2401.11944,28
2024-01-23,CheXagent: Towards a Foundation Model for Chest X-Ray Interpretation,2401.12208,2401.12208,23
2024-01-23,"Scalable High-Resolution Pixel-Space Image Synthesis with Hourglass
  Diffusion Transformers",2401.11605,2401.11605,23
2024-01-23,DITTO: Diffusion Inference-Time T-Optimization for Music Generation,2401.12179,2401.12179,22
2024-01-23,WARM: On the Benefits of Weight Averaged Reward Models,2401.12187,2401.12187,20
2024-01-23,EmerDiff: Emerging Pixel-level Semantic Knowledge in Diffusion Models,2401.11739,2401.11739,17
2024-01-23,Make-A-Shape: a Ten-Million-scale 3D Shape Model,2401.11067,2401.11067,17
2024-01-23,Orion-14B: Open-source Multilingual Large Language Models,2401.12246,2401.12246,14
2024-01-23,"StreamVoice: Streamable Context-Aware Language Modeling for Real-time
  Zero-Shot Voice Conversion",2401.11053,2401.11053,11
2024-01-23,"OK-Robot: What Really Matters in Integrating Open-Knowledge Models for
  Robotics",2401.12202,2401.12202,10
2024-01-23,"UltrAvatar: A Realistic Animatable 3D Avatar Diffusion Model with
  Authenticity Guided Textures",2401.11078,2401.11078,7
2024-01-23,Single-View 3D Human Digitalization with Large Reconstruction Models,2401.12175,2401.12175,6
2024-01-23,Scaling Face Interaction Graph Networks to Real World Scenes,2401.11985,2401.11985,3
2024-01-23,Fast Registration of Photorealistic Avatars for VR Facial Animation,2401.11002,2401.11002,2
2024-01-24,Lumiere: A Space-Time Diffusion Model for Video Generation,2401.12945,2401.12945,86
2024-01-24,Small Language Model Meets with Reinforced Vision Vocabulary,2401.12503,2401.12503,33
2024-01-24,"AutoRT: Embodied Foundation Models for Large Scale Orchestration of
  Robotic Agents",2401.12963,2401.12963,12
2024-01-24,"BiTA: Bi-Directional Tuning for Lossless Acceleration in Large Language
  Models",2401.12522,2401.12522,12
2024-01-24,GALA: Generating Animatable Layered Assets from a Single Scan,2401.12979,2401.12979,9
2024-01-24,"Multilingual and Fully Non-Autoregressive ASR with Large Language Model
  Fusion: A Comprehensive Study",2401.12789,2401.12789,9
2024-01-25,"Scaling Up to Excellence: Practicing Model Scaling for Photo-Realistic
  Image Restoration In the Wild",2401.13627,2401.13627,75
2024-01-25,MambaByte: Token-free Selective State Space Model,2401.13660,2401.13660,60
2024-01-25,MM-LLMs: Recent Advances in MultiModal Large Language Models,2401.13601,2401.13601,49
2024-01-25,"WebVoyager: Building an End-to-End Web Agent with Large Multimodal
  Models",2401.13919,2401.13919,32
2024-01-25,"BootPIG: Bootstrapping Zero-shot Personalized Image Generation
  Capabilities in Pretrained Diffusion Models",2401.13974,2401.13974,14
2024-01-25,MaLA-500: Massive Language Adaptation of Large Language Models,2401.13303,2401.13303,13
2024-01-25,"SpacTor-T5: Pre-training T5 Models with Span Corruption and Replaced
  Token Detection",2401.13160,2401.13160,13
2024-01-25,Sketch2NeRF: Multi-view Sketch-guided Text-to-3D Generation,2401.14257,2401.14257,12
2024-01-25,"UNIMO-G: Unified Image Generation through Multimodal Conditional
  Diffusion",2401.13388,2401.13388,12
2024-01-25,"ConTextual: Evaluating Context-Sensitive Text-Rich Visual Reasoning in
  Large Multimodal Models",2401.13311,2401.13311,12
2024-01-25,"CreativeSynth: Creative Blending and Synthesis of Visual Arts based on
  Multimodal Diffusion",2401.14066,2401.14066,11
2024-01-26,"Diffuse to Choose: Enriching Image Conditioned Inpainting in Latent
  Diffusion Models for Virtual Try-All",2401.13795,2401.13795,69
2024-01-26,"DeepSeek-Coder: When the Large Language Model Meets Programming -- The
  Rise of Code Intelligence",2401.14196,2401.14196,65
2024-01-26,Rethinking Patch Dependence for Masked Autoencoders,2401.14391,2401.14391,27
2024-01-26,"Unitxt: Flexible, Shareable and Reusable Data Preparation and Evaluation
  for Generative AI",2401.14019,2401.14019,24
2024-01-26,"FP6-LLM: Efficiently Serving Large Language Models Through FP6-Centric
  Algorithm-System Co-Design",2401.14112,2401.14112,21
2024-01-26,Deconstructing Denoising Diffusion Models for Self-Supervised Learning,2401.14404,2401.14404,18
2024-01-26,"Multimodal Pathway: Improve Transformers with Irrelevant Data from Other
  Modalities",2401.14405,2401.14405,13
2024-01-26,Adaptive Mobile Manipulation for Articulated Objects In the Open World,2401.14403,2401.14403,10
2024-01-26,pix2gestalt: Amodal Segmentation by Synthesizing Wholes,2401.14398,2401.14398,10
2024-01-26,Genie: Achieving Human Parity in Content-Grounded Datasets Generation,2401.14367,2401.14367,8
2024-01-27,"Diffuse to Choose: Enriching Image Conditioned Inpainting in Latent
  Diffusion Models for Virtual Try-All",2401.13795,2401.13795,69
2024-01-27,"DeepSeek-Coder: When the Large Language Model Meets Programming -- The
  Rise of Code Intelligence",2401.14196,2401.14196,65
2024-01-27,Rethinking Patch Dependence for Masked Autoencoders,2401.14391,2401.14391,27
2024-01-27,"Unitxt: Flexible, Shareable and Reusable Data Preparation and Evaluation
  for Generative AI",2401.14019,2401.14019,24
